,Code,Occupation,R,he,it,she,everyone,company,team,city,everybody,customer,office,everything,bank,hr,project,development,crew,distribution,village,farm,building,construction,school,restaurant,cemetery,casino,hotel,hospital,property,community,america,agriculture,shop,market,factory,plant,worker,training,london,china,house,budget,computer,system,software,site,website,database,network,chicago,earth,town,ship,marine,mine,miner,oil,food,water,nature,patient,planet,area,farmer,baby,prison,church,religion,college,library,teacher,film,movie,coach,camera,station,dog,nurse,lab,one,fire,fish,transit,animal,airport,body,gym,customers,product,cage,court,generator,shipping,machine,hunter,forest,logging,boiler,coal,mason,concrete,insulation,power,mining,equipment,car,vehicle,engine,plane,pilot,valve,machinery,mobile,aircraft,metal,baker,meat,kitchen,drilling,spring,furnace,laundry,leather,furniture,wood,money,bathroom,paper,production,truck,taxi,locomotive,train,railroad,boat,bridge,crane,pump,afghanistan,soldier,vietnam,business,garden,world,land,store,japan,germany,surgery,man,work,shuttle
528,9630,Machine feeders and offbearers,Feeder operator,0.3611913025379181,0.34259873628616333,0.12434448301792145,0.00893542729318142,,,,0.003021013690158725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,9640,"Packers and packagers, hand",Hand packager,0.20309576392173767,0.4869682192802429,0.06801153719425201,0.014894995838403702,,,,,0.008756007067859173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,9650,Pumping station operators,Pumping station operator,0.1749822497367859,0.33009153604507446,0.04181581363081932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04156751558184624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019356589764356613,,,,,,,,,,,,,,
531,9720,Refuse and recyclable material collectors,Refuse collector,0.07692864537239075,0.7776277661323547,0.017698025330901146,,,,0.0030650347471237183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052324263378977776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,9730,Mine shuttle car operators,Shuttle car operator,0.3431744873523712,0.29120340943336487,0.1028054729104042,0.007567510474473238,,,0.005629252642393112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,9740,"Tank car, truck, and ship loaders",Loader operator,0.41650867462158203,0.1253553032875061,0.08995982259511948,,,,,,,,,,,,,0.01324357558041811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00881847646087408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,9750,"Material moving workers, all other",Miscellaneous material mover,0.01857014372944832,0.9101861715316772,0.01302925031632185,,,,,,,,0.0019092407310381532,,,,,,,,,0.0017904330743476748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,9800,Military officer special and tactical operations leaders,Military special ops officer,0.8040627837181091,0.029114490374922752,0.06711641699075699,0.002933427458629012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003768346970900893,,,,,,,,,,,,,
536,9810,First-line enlisted military supervisors,Military supervisor,0.621121346950531,0.06473609060049057,0.12163383513689041,0.008367355912923813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00340247736312449,,,,,,,,,,,,
537,9820,Military enlisted tactical operations and air/weapons specialists and crew members,Tactical specialist,0.31935060024261475,0.2738136053085327,0.051702097058296204,0.008034037426114082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005808725021779537,,,,,,,,,,,
538,9830,"Military, rank not specified",Unspecified military personnel,0.03649211674928665,0.3138387203216553,0.016633810475468636,0.02093019336462021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02320115454494953,,,,,,,,,,,,,
539,9920,"Unemployed, with no work experience in the last 5 years or earlier or never worked",Long-term unemployed,0.07372960448265076,0.40290772914886475,0.02475098893046379,0.034446243196725845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018725506961345673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,51,Marketing managers,Marketing manager,0.10582897067070007,0.32094043493270874,0.11308620870113373,0.01350841112434864,,,,0.0105355279520154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,52,Sales managers,Sales manager,0.3196675777435303,0.1414540559053421,0.1686471551656723,,0.01756473071873188,,,,0.027097653597593307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,101,Administrative services managers,Administrative services manager,0.3026537597179413,0.27022677659988403,0.0958651676774025,0.02067342959344387,,,,,,0.015178056433796883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,102,Facilities managers,Facilities manager,0.13785049319267273,0.39919528365135193,0.05468560382723808,0.019907988607883453,,,,,,,,,,,,,,,,,,,,,,,0.012904707342386246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,335,Entertainment and recreation managers,Entertainment manager,0.3875831663608551,0.11711182445287704,0.14855873584747314,0.047417424619197845,,,,0.014406291767954826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,426,"Personal service managers, all other",Personal service manager,0.4413071870803833,0.13544297218322754,0.22581011056900024,0.01392880268394947,,,,,0.009506117552518845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,440,"Managers, all other",Manager,0.6452218294143677,0.06481058150529861,0.14966052770614624,0.023981928825378418,,,,0.009835943579673767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,705,Project management specialists,Project management specialist,0.08493608981370926,0.5605389475822449,0.03521745651960373,,,,,,,,,,,0.0122378496453166,,,,,,0.012203486636281013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,750,"Business operations specialists, all other",Business operations specialist,0.15418541431427002,0.39991244673728943,0.02952507697045803,,0.034895170480012894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04199638590216637,,,,,,,,,,
549,845,Financial and investment analysts,Financial analyst,0.4202039837837219,0.1637650430202484,0.03416699916124344,,,,,,,,,0.06363673508167267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017553245648741722,,,,,,,,,,,,,,,,,,,,,,,,,,
550,960,Other financial specialists,Financial specialist,0.30743539333343506,0.23038630187511444,0.06412189453840256,0.016320936381816864,,,,,,,,0.0406024344265461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1021,Software developers,Software developer,0.13670195639133453,0.30100715160369873,0.03015001490712166,,,,,,,,,,,,,,,,,0.014423046261072159,,,,,,,,,,,,,,,,,,,,,,,,0.013808744959533215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1022,Software quality assurance analysts and testers,Quality assurance analyst,0.018680522218346596,0.5594326257705688,0.008298682048916817,0.01178443431854248,,,,,,,0.007487766910344362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1031,Web developers,Web developer,0.1021064817905426,0.625887393951416,0.019592640921473503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021423328667879105,0.009117143228650093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1032,Web and digital interface designers,Digital designer,0.1238592341542244,0.6386136412620544,0.09245583415031433,0.01359342597424984,,,,,,,0.0058887554332613945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1065,Database administrators and architects,Database administrator,0.2907083332538605,0.2078072428703308,0.1620008796453476,0.020841792225837708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08353788405656815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1108,"Computer occupations, all other",Computer professional,0.34349456429481506,0.13068193197250366,0.3392111659049988,0.015208915807306767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008216981776058674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1305,"Architects, except landscape and naval",Architect,0.2871291935443878,0.3474465608596802,0.20732542872428894,0.04070696234703064,,,,,,,0.0116367032751441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1306,Landscape architects,Landscape architect,0.08563611656427383,0.4690888524055481,0.02120238170027733,,,,0.025661317631602287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022956088185310364,,,,,,,,,
559,1541,Architectural and civil drafters,Architectural drafter,0.8483515381813049,0.047421645373106,0.07918436825275421,0.004436725750565529,,,,0.0011155512183904648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1545,Other drafters,Drafter,0.8828365802764893,0.022612838074564934,0.05591006949543953,0.00237414357252419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008421566453762352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1551,Electrical and electronic engineering technologists and technicians,Electronic engineering technician,0.28088676929473877,0.389210969209671,0.03333281725645065,0.008432265371084213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008364858105778694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1555,"Other engineering technologists and technicians, except drafters",Engineering technologist,0.12609490752220154,0.4117596447467804,0.01668389141559601,0.009708922356367111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013740211725234985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1745,"Environmental scientists and specialists, including health",Environmental scientist,0.0787530466914177,0.3038638234138489,0.021181628108024597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09187376499176025,,,,,,,,,0.01854524575173855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1750,"Geoscientists and hydrologists, except geographers",Geoscientist,0.191382497549057,0.3175050914287567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15288493037223816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020023716613650322,0.011394261382520199,,,,,,,
565,1821,Clinical and counseling psychologists,Clinical psychologist,0.3170599341392517,0.08233875781297684,0.2934994101524353,0.02115740440785885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028246013447642326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1822,School psychologists,School psychologist,0.047470565885305405,0.07632128894329071,0.12111033499240875,0.027249472215771675,,,,,,,,,,,,,,,,,,0.5568663477897644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1825,Other psychologists,Psychologist,0.3501220643520355,0.11215638369321823,0.39242562651634216,0.042828094214200974,,,,0.013310221023857594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1935,Environmental science and geoscience technicians,Environmental science technician,0.10878310352563858,0.5350582003593445,0.038916103541851044,,,,,,,,0.009773053228855133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030203182250261307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1970,"Other life, physical, and social science technicians",Science technician,0.18752917647361755,0.20927534997463226,0.11959830671548843,0.022501783445477486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01710517890751362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1980,Occupational health and safety specialists and technicians,Occupational health specialist,0.180370032787323,0.378383994102478,0.09483473747968674,0.041276026517152786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013134273700416088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2001,Substance abuse and behavioral disorder counselors,Substance abuse counselor,0.34789901971817017,0.01277998648583889,0.5908588767051697,0.010063402354717255,,,,0.0019380850717425346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2002,"Educational, guidance, and career counselors and advisors",Guidance counselor,0.1326444149017334,0.020016610622406006,0.5460184812545776,0.060431934893131256,,,,,,,,,,,,,,,,,,0.08128257095813751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2003,Marriage and family therapists,Family therapist,0.17514805495738983,0.06010238453745842,0.4344760477542877,0.12769407033920288,,,,0.021008476614952087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2004,Mental health counselors,Mental health counselor,0.272612988948822,0.05501170456409454,0.4374895393848419,0.04950762912631035,,,,0.012298621237277985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2005,Rehabilitation counselors,Rehabilitation counselor,0.3124816119670868,0.05582696571946144,0.3997916877269745,0.031222796067595482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015718279406428337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2006,"Counselors, all other",Counselor,0.18718692660331726,0.014197634533047676,0.7290853261947632,0.028979485854506493,,,,0.004300667904317379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,2011,"Child, family, and school social workers",Social worker,0.017988106235861778,0.017142320051789284,0.7976318597793579,0.01043038908392191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013717208988964558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2012,Healthcare social workers,Healthcare social worker,0.02031005546450615,0.032267577946186066,0.8628349900245667,0.007053111679852009,,,,,,,,,,,,,,,,,,,,,,,0.015465456992387772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2013,Mental health and substance abuse social workers,Mental health social worker,0.0486096516251564,0.022768473252654076,0.7913259863853455,0.010487565770745277,,,,,,,,,,,,,,,,,,,,,,,0.010025769472122192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2014,"Social workers, all other",Social worker,0.017988106235861778,0.017142320051789284,0.7976318597793579,0.01043038908392191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013717208988964558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2170,"Title examiners, abstractors, and searchers",Searcher,0.5929235219955444,0.10062924772500992,0.1649358868598938,0.017349334433674812,,,,0.006176036316901445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2180,"Legal support workers, all other",Legal support worker,0.1751789152622223,0.07864751666784286,0.5158329606056213,0.011512587778270245,,,,0.004408741369843483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2205,Postsecondary teachers,Postsecondary teacher,0.15030202269554138,0.22952617704868317,0.38449251651763916,0.011900859884917736,,,,,,,,,,,,,,,,,,0.10275290161371231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2350,Tutors,Tutor,0.29802724719047546,0.2152499407529831,0.3164382576942444,0.0508369579911232,,,,,,,0.012675443664193153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2360,Other teachers and instructors,Teacher,0.34141334891319275,0.13853606581687927,0.37749481201171875,0.03751274570822716,,,,0.011573007330298424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2435,Librarians and media collections specialists,Librarian,0.2967197597026825,0.2864798307418823,0.26116645336151123,0.040327396243810654,,,,0.012335317209362984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2545,Teaching assistants,Teaching assistant,0.25993916392326355,0.037265367805957794,0.47655266523361206,,,,,,,,,,,,,,,,,,,0.03459281101822853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03065963089466095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2555,Other educational instruction and library workers,Educational worker,0.12551814317703247,0.3043344020843506,0.17803004384040833,0.019633907824754715,,,,,,,,,,,,,,,,,,0.05286567285656929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2631,Commercial and industrial designers,Commercial designer,0.09053230285644531,0.5976114869117737,0.039197493344545364,0.007021503522992134,,,0.00881117582321167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2632,Fashion designers,Fashion designer,0.13533174991607666,0.13258516788482666,0.40188875794410706,0.009908880107104778,,,0.007775236386805773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
